순번,지식재산권 명칭,출원구분,출원국,출원일자,출원번호,등록일자,등록번호
3648,혼 안테나,특허,대한민국,2014-09-12,10-2014-0121213,2016-02-16,10-1596258
3649,적외선 이미지에서 특징추적을 위한 고온 공기 제거방법,특허,대한민국,2014-06-03,10-2014-0067756,2016-02-12,10-1595368
3650,"유기발광 중합체, 이의 제조방법 및 이를 포함하는 유기발광소자",특허,대한민국,2014-04-22,10-2014-0048265,2016-02-11,10-1594917
3651,데이터의 주기성을 이용한 동기 패턴 검출장치 및 방법,특허,대한민국,2014-05-08,10-2014-0054899,2016-02-11,10-1594833
3652,거리-도플러 영상을 활용한 항공기 종류 식별방법,특허,대한민국,2015-03-05,10-2015-0031131,2016-02-11,10-1594918
3653,무선제어가 가능한 비행체 탑재용 원격 통신 장치 및 방법,특허,대한민국,2013-12-23,10-2013-0161577,2016-02-05,10-1594402
3654,유도탄 무력화 장치,특허,대한민국,2014-05-26,10-2014-0063200,2016-02-05,10-1594441
3655,이종 전술항적 간 융합을 위한 항적보고 공용화 관리 장치 및 방법,특허,대한민국,2014-07-09,10-2014-0086230,2016-02-05,10-1594444
3656,초분광 영상큐브의 밴드별 영상을 이용한 원거리 화학 가스탐지시스템 및 그 방법,특허,대한민국,2014-07-09,10-2014-0086229,2016-02-05,10-1594442
3657,고속 비행체용 케이블 덕트 및 이를 구비한 유도탄,특허,대한민국,2014-11-12,10-2014-0157374,2016-02-05,10-1594449
3658,입력 신호의 상호 상관을 수행하는 방법,특허,대한민국,2015-05-06,10-2015-0063242,2016-02-05,10-1594450
3659,온라인 게시물의 유언비어 식별장치,특허,대한민국,2015-09-08,10-2015-0127053,2016-02-05,10-1594452
3660,채널 고장 진단 장치 및 그 진단 방법,특허,대한민국,2015-09-21,10-2015-0133158,2016-02-05,10-1594453
3661,이동식 자동정렬 측정장치,특허,대한민국,2014-02-24,10-2014-0021439,2016-02-02,10-1593050
3662,압력변호 완화용 내장형 멤브레인 장치,특허,대한민국,2014-08-26,10-2014-0111691,2016-02-02,10-1593053
3663,위상비교 방향 탐지 장치의 방탐 모호성 검출 장치 및 방법,특허,대한민국,2014-03-04,10-2014-0025741,2016-02-01,10-1592330
3664,진공튜브용 진공 윈도우,특허,대한민국,2014-05-12,10-2014-0056716,2016-02-01,10-1592331
3665,탄약 이송장치 및 그 작동방법,특허,대한민국,2014-06-12,10-2014-0071464,2016-02-01,10-1592292
3666,파티션 기반 시스템 및 그의 파티션 고속 재구동 방법,특허,대한민국,2014-07-10,10-2014-0086956,2016-02-01,10-1592332
3667,FTIR 초분광 분석장치의 복사 보정용 평판형 적외선 흑체,특허,대한민국,2014-08-13,10-2014-0105410,2016-02-01,10-1592293
3668,광학위성 영상의 타원체 검출장치 및 방법,특허,대한민국,2014-09-30,10-2014-0131674,2016-02-01,10-1592333
3669,위성 영상의 관심 시설 탐색 장치 및 그 방법,특허,대한민국,2014-10-28,10-2014-0147749,2016-02-01,10-1592334
3670,슬라이딩 블록 잠금 방식 유도무기 접이식 날개,특허,대한민국,2015-08-13,10-2015-0114426,2016-02-01,10-1592290
3671,상관 추적기의 성능향상을 위한 특징점 활용 방법 및 이를 구현하는 영상 추적 시스템,특허,대한민국,2014-05-13,10-2014-0057051,2016-01-28,10-1591380
3672,표적기동분석에서 비정상 입력 다중 추적 주파수의 자동 전처리 방법,특허,대한민국,2014-06-10,10-2014-0069955,2016-01-28,10-1591384
3673,스마트 스킨 시험평가 방법,특허,대한민국,2015-04-10,10-2015-0051059,2016-01-28,10-1591301
3674,표적 추적 정확도 분석을 위한 영상 기반의 위치추정 방법 및 이를 위한 위치추정 시스템,특허,대한민국,2014-03-04,10-2014-0025506,2016-01-27,10-1590889
3675,화학물질 수집장치,특허,대한민국,2014-03-05,10-2014-0026186,2016-01-27,10-1590851
3676,쐐기접촉면 축과 마찰판을 갖는 역회전방지장치,특허,대한민국,2014-08-13,10-2014-0105403,2016-01-25,10-1590127
3677,센서방식 풍동시험모델 세팅시스템,특허,대한민국,2014-08-27,10-2014-0112394,2016-01-22,10-1589568
3678,스펙트럼 배경물질 신호 제거 방법,특허,대한민국,2014-11-26,10-2014-0166352,2016-01-22,10-1589619
3679,데이터 전송 장치 및 데이터 전송 시스템,특허,대한민국,2014-12-26,10-2014-0191088,2016-01-22,10-1589477
3680,시계열 데이터베이스의 프라이버시 보호에서 상관 관계 보존을 위한 노이즈 생성 방법 및 장치,특허,대한민국,2014-03-14,10-2014-0030061,2016-01-21,10-1589038
3681,글로벌 모션벡터 보상을 이용한 영상정합 방법,특허,대한민국,2014-04-16,10-2014-0045458,2016-01-21,10-1589186
3682,전장 네트워크 시스템 및 전장 네트워크 시스템 구축 방법,특허,대한민국,2014-10-28,10-2014-0147649,2016-01-21,10-1589105
3683,중간값 평균기법을 이용한 부 채널 분석 성능 향상방법,특허,대한민국,2014-11-05,10-2014-0152675,2016-01-21,10-1589185
3684,고온 환경에 적용 가능한 벨로우즈,특허,대한민국,2014-08-27,10-2014-0112407,2016-01-18,10-1587872
3685,단일 채널 심전도를 이용한 생체 인식 장치 및 그 방법,특허,대한민국,2014-09-30,10-2014-0131620,2016-01-18,10-1587874
3686,다종의 수동 소나를 이용한 표적기동분석의 병렬처리 및 융합 방법,특허,대한민국,2015-04-22,10-2015-0056776,2016-01-13,10-1586671
3687,능동위상배열 안테나 시스템과 이의 환경예열 및 운용방법,특허,대한민국,2015-08-19,10-2015-0116570,2016-01-13,10-1586794
3688,거리 적응적 탐지 문턱값 적용에 의한 적외선 해상 표적 탐지장치 구현 방법,특허,대한민국,2014-03-19,10-2014-0032097,2016-01-12,10-1586452
3689,탄화규소 써멀 화학기상증착장치의 가스반응로,특허,대한민국,2014-02-04,10-2014-0012505,2016-01-11,10-1585924
3690,원격측정장치용 네트워크 시스템 및 이의 제어 방법,특허,대한민국,2014-08-25,10-2014-0111058,2016-01-11,10-1585954
3691,유기금속촉매를 이용한 트리시클로펜타디엔의 제조방법,특허,대한민국,2014-01-29,10-2014-0011697,2016-01-08,10-1585503
3692,자율 이동 차량의 경로 생성 방법 및 경로 생성 장치,특허,대한민국,2014-03-05,10-2014-0026268,2016-01-08,10-1585504
3693,폐쇄형 궤한 루프 위성 시분할 다중 접속방식 통신 네트워크를 위한 기준노드 다중화 방법,특허,대한민국,2014-05-23,10-2014-0062188,2016-01-08,10-1585540
3694,전기 방사법을 이용한 PVDF 나노섬유 기반의 패턴화된 유연 압전 소자 및 그 제조 방법,특허,대한민국,2014-12-09,10-2014-0176059,2016-01-08,10-1585506
3695,군 상황도에 무기체계 서비스 정보를 전시하고 호출 연계하는 방법 및 시스템,특허,대한민국,2015-05-14,10-2015-0067496,2016-01-08,10-1585508
3696,혼합시퀀스 커널과 지지기반벡터를 이용한 전투기 조종사의 행위 모사 시스템,특허,대한민국,2015-08-20,10-2015-0117517,2016-01-08,10-1585509
3697,항공기용 임베디드 시스템 탑재 소프트웨어 고장 처리 모듈 시험 방법 및 장치,특허,대한민국,2015-07-17,10-2015-0101582,2016-01-06,10-1584717
3698,고체추진기관용 내열고무 측정장치,특허,대한민국,2013-11-12,10-2013-0136828,2016-01-05,10-1584186
3699,해상 환경에서 선박 자동 식별 시스템을 이용한 위치 기반 라우팅 방법 및 장치,특허,대한민국,2014-04-10,10-2014-0043003,2016-01-05,10-1584188
3700,일체형 이중 관 및 이의 제조방법,특허,대한민국,2014-05-26,10-2014-0063202,2016-01-04,10-1583554
3701,분산 서비스 시스템 및 분산 서비스 시스템 구축 방법,특허,대한민국,2014-09-30,10-2014-0131677,2016-01-04,10-1583559
3702,스티어링 회전각 측정치를 이용한 자동차 휠얼라이먼트 개선방법,특허,대한민국,2014-03-10,10-2014-0027716,2015-12-24,10-1581838
3703,비행체 자세제어장치 및 이를 구비하는 비행체,특허,대한민국,2014-04-08,10-2014-0041942,2015-12-23,10-1581251
3704,보드단위별 연동고장검출 및 배제 방식 항공전자장비,특허,대한민국,2015-08-13,10-2015-0114425,2015-12-23,10-1581309
3705,관성형 벡터 수중 청음기,특허,대한민국,2014-05-23,10-2014-0062347,2015-12-22,10-1580922
3706,건 다이오드 제작용 세라믹 링과 리드,특허,대한민국,2015-07-06,10-2015-0095906,2015-12-22,10-1580919
3707,입자 계수기의 광측 정렬 모니터링 및 빔출력 측정용 빔덤퍼,특허,대한민국,2015-08-28,10-2015-0121955,2015-12-22,10-1580932
3708,2중 주파수 대역 이종 편파 동시 사용 안테나 장치 및 급전부 조립체,특허,대한민국,2015-10-27,10-2015-0149690,2015-12-22,10-1580819
3709,"벌점기반의 알려지지 않은 악성코드 탐지 및 대응 시스템, 및 그 방법",특허,대한민국,2014-11-17,10-2014-0159790,2015-12-21,10-1580624
3710,다중 안전 스위치를 포함하는 점화통제시스템,특허,대한민국,2013-07-10,10-2013-0081151,2015-12-10,10-1578053
3711,음이온 발생을 위한 이온이동도 센서 및 이를 이용한 유해가 스 탐지장치,특허,대한민국,2014-05-13,10-2014-0057049,2015-12-10,10-1578091
3712,비극성 고에너지 스피로 화합물 및 이의 용도,특허,대한민국,2014-07-03,10-2014-0083209,2015-12-08,10-1577267
3713,모노펄스 기울기 제어장치 및 그의 제어방법,특허,대한민국,2015-07-21,10-2015-0103258,2015-12-04,10-1576464
3714,"측위, 항법, 시각 정보 수집 시스템 및 그 방법",특허,대한민국,2014-01-27,10-2014-0009905,2015-12-03,10-1576064
3715,다층 플렉시블 전자기파 흡수체,특허,대한민국,2014-09-15,10-2014-0122222,2015-12-03,10-1576070
3716,결합제의 투입 공정 개선에 의한 인장강도가 증진된 고체 추진제 제조방법,특허,대한민국,2014-02-13,10-2014-0016481,2015-12-02,10-1575713
3717,다중모드 압전 벡터 수중 청음기,특허,대한민국,2014-05-23,10-2014-0062346,2015-12-01,10-1575130
3718,유도활공 기뢰 어셈블리 및 이의 설치방법,특허,대한민국,2014-09-19,10-2014-0125110,2015-12-01,10-1575132
3719,무결성 검증을 수행하는 이동 단말기 및 그 제어방법,특허,대한민국,2015-08-20,10-2015-0117525,2015-12-01,10-1575021
3720,형상기억합금 와이어를 이용한 분리장치,특허,대한민국,2014-08-27,10-2014-0112385,2015-11-30,10-1574664
3721,나노 입자 복합체 및 이의 제조방법,특허,대한민국,2014-04-10,10-2014-0043037,2015-11-25,10-1573373
3722,"플라즈마 발생 전극모듈, 플라즈마 발생 전극 집합체 및 이를 이용한 플라즈마 발생 장치",특허,대한민국,2015-03-05,10-2015-0031210,2015-11-25,10-1573231
3723,비축구면경을 이용한 적외선 릴레이 광학계,특허,대한민국,2015-07-10,10-2015-0098534,2015-11-24,10-1572869
3724,뇌전도 및 눈동자 움직임 기반 하이브리드형 인터페이스 장치 및 이의 제어 방법,특허,대한민국,2014-03-06,10-2014-0026520,2015-11-19,10-1571848
3725,모바일 노드의 위치 측정 장치 및 방법,특허,대한민국,2014-01-27,10-2014-0009902,2015-11-12,10-1570061
3726,음압을 이용한 발사율 계측 시스템 및 방법,특허,대한민국,2014-01-28,10-2014-0010807,2015-11-12,10-1570062
3727,표적운동 시뮬레이터,특허,대한민국,2014-03-03,10-2014-0025177,2015-11-12,10-1570063
3728,듀티 사이클 보정 회로,특허,대한민국,2014-03-04,10-2014-0025742,2015-11-12,10-1570064
3729,이종 복합재료를 이용한 반원추형 내열 슈라우드 및 그 제조방법,특허,대한민국,2014-09-16,10-2014-0122655,2015-11-10,10-1569374
3730,멀티홉 Ad-hoc 중계 통신망에서의 송수신 전력 제어 방법,특허,대한민국,2014-03-20,10-2014-0032572,2015-11-04,10-1567768
3731,섬유복합재 구조물 성형장치 및 섬유복합재 구조물 성형방법,특허,대한민국,2014-01-07,10-2014-0001724,2015-11-03,10-1567515
3732,메시지 출력 동기제어 고장감내 컴퓨터 시스템 및 운영 방법,특허,대한민국,2014-09-02,10-2014-0116098,2015-11-02,10-1567001
3733,차분 진동형 가속도계 센서 칩,특허,대한민국,2014-10-14,10-2014-0138516,2015-11-02,10-1566798
3734,파일럿 데이터 채널의 직교성을 적용한 계층 다상 부호 기반 위성항법 신호생성 장치 및 방법,특허,대한민국,2014-10-01,10-2014-0132602,2015-10-29,10-1565849
3735,전후진 6단 자동변속기,특허,대한민국,2014-05-12,10-2014-0056707,2015-10-21,10-1563586
3736,자체감지가 가능한 적응형 굽힘 구조체,특허,대한민국,2013-12-05,10-2013-0150895,2015-10-16,10-1562594
3737,덮개 분리장치,특허,대한민국,2014-11-12,10-2014-0157385,2015-10-08,10-1560579
3738,포탄용 항법장치 및 그것의 제어방법,특허,대한민국,2015-01-22,10-2015-0010716,2015-10-08,10-1560580
3739,유전 알고리즘 기반 레이더 신호 PRI  변조형태 인식 방법,특허,대한민국,2013-12-16,10-2013-0156618,2015-10-06,10-1559904
3740,안테나의 항공기 탑재 적합도 평가 방법,특허,대한민국,2014-05-09,10-2014-0055409,2015-10-06,10-1559933
3741,이온성 액체 추진제의 점화지연시간 단축을 위한 이온성 액체 혼합물 제조방법 및 이에 의해 제조된 이온성 액체 혼합물,특허,대한민국,2015-07-27,10-2015-0106031,2015-10-06,10-1559905
3742,신장반사를 위한 근 활성도 해석방법,특허,대한민국,2014-10-07,10-2014-0135058,2015-10-02,10-1558990
3743,추적 조준용 이동 표적 영상 모사기,특허,대한민국,2013-12-18,10-2013-0158450,2015-10-01,10-1558437
3744,복수 망원경을 갖춘 레이저 추적조준 광학계,특허,대한민국,2013-12-18,10-2013-0158449,2015-10-01,10-1558435
3745,발사관용 힌지 클램프형 중량물 고정 장치,특허,대한민국,2013-12-19,10-2013-0159683,2015-10-01,10-1558434
3746,연동메시지 기반 연동 분석 방법 및 장치,특허,대한민국,2015-04-06,10-2015-0048102,2015-10-01,10-1558433
3747,비접근 지역 긴급 화재진압 장치,특허,대한민국,2014-03-05,10-2014-0026009,2015-09-30,10-1557877
3748,다중모드 모노펄스 파라볼라 안테나용 급전혼조립체,특허,대한민국,2015-03-04,10-2015-0030453,2015-09-30,10-1557781
3749,자가발전기 및 그 냉각방법,특허,대한민국,2015-04-22,10-2015-0056590,2015-09-25,10-1557447
3750,작동 밸브 및 이를 포함하는 연료탱크,특허,대한민국,2015-03-05,10-2015-0031169,2015-09-24,10-1556919
3751,다중 기준국 기반의 위성항법 기만신호의 검출 및 위치 추정 방법 및 장치,특허,대한민국,2014-08-13,10-2014-0105407,2015-09-21,10-1555995
3752,저피탐 표적 탐지를 위한 주파수 다이버시티를 이용한 공분산 행렬 합성 장치 및 방법,특허,대한민국,2014-08-14,10-2014-0105951,2015-09-21,10-1555996
3753,전기 장갑 및 이를 구비하는 방호 시스템,특허,대한민국,2015-07-10,10-2015-0098535,2015-09-21,10-1555920
3754,송탄 제어 시스템 및 방법,특허,대한민국,2013-11-29,10-2013-0147135,2015-09-18,10-1555482
3755,열전 재료 제조방법 및 그에 따라 제조된 열전 재료,특허,대한민국,2014-08-13,10-2014-0105409,2015-09-18,10-1555687
3756,원통형 구조물 섹션체결장치,특허,대한민국,2014-08-27,10-2014-0112298,2015-09-18,10-1555593
3757,파일럿 신호를 이용한 다중모드 모노펄스 안테나용 진폭 위상 보정 장치 및 방법,특허,대한민국,2014-05-23,10-2014-0062189,2015-09-14,10-1554287
3758,"신규 분자화약 중간체로 사용가능한 헥사아자 [3,3,3] 프로펠레인 화합물의 제조방법",특허,대한민국,2013-02-28,10-2013-0021999,2015-09-11,10-1553876
