표준 번호,표준 제정 번호,표준 분류,표준 명,표준 상태,제정 년도,제정기관 표준이력,관련 사이트,표준 개요,표준 요약
MND-OpenGIS Web Feature Service(WFS) Interface Standard Ver. 2.0,OpenGIS Web Feature Service 2.0 Interface Standard,DITA 2023 v3,WFS,필수(Mandated),OGC(,www.orc.org,"HTTP를 통해 벡터데이터를 제공하는 서비스이며, WFS의 인터페이스를 정의한 표준임",생략,생략
MND-OpenGIS Web Map Service(WMS) Implementation Specification Ver. 1.3.0,OpenGIS Web Map Server Implementation Specification,DITA 2023 v3,WMS,필수(Mandated),OGC(,www.orc.org,"HTTP를 통해 Raster Image를 제공하는 서비스이며, WMS의 구현 스펙을 정의함",생략,생략
MND-OpenGL Graphics System v1.2.1,OpenGL Graphics System: A Specification (Version 1.2.1) 1 April 1999,DITA 2023 v3,OpenGL,사양(Retired),Open,www.opengl.org/sdk/docs/man2,"2D, 3D 그래픽 어플리케이션 개발을 위해 고안된 OpenGL은 이종 기종간의 이식성이 우수.&ltbr type=&quot_moz&quot /&gt",생략,생략
MND-OpenGL Graphics System v2.1,"The OpenGL Graphics System: A Specification (Version 2.1 - December 1, 2006)",DITA 2023 v3,OpenGL,필수(Mandated),Open,www.opengl.org/sdk/docs/man2,"프로그래밍 언어 간 플랫폼 간의 교차 응용프로그램을 지원하며, 단순한 기하도형에서부터 복잡한 3차원 도형이 생성 가능한 2차원 및 3차원 그래픽스 표준 API 규격임.",생략,생략
MND-PNG MNG 1.0,"Multiple-image Network Graphics (MNG) Format, Version 1.0, 31 January 2001",DITA 2023 v3,MNG,필수(Mandated),PNG(,www.libpng.org/pub/mng/mngdocs.html,"본 표준은 DITA 표준인 7D824B9F-FC81-5E7F-401B-913CD6799D02의 확장판 PNG : 인터넷을 통해 전달되는 비손실적, 휴대적, 압축된 개개의 컴퓨터그래픽스 이미지를 위한 데이터 흐름 및 관련 파일 형식임.",생략,생략
MND-RDF/XML Syntax Specification (Revised),"Resource Deion Framework (RDF)/XML Syntax Specification (Revised),W3C Recommendation, 10 February 20",DITA 2023 v3,RDF,사양(Retired),W3C(,www.w3.org/TR/REC-rdf-syntax,"본 표준은 XML을 사용하여, 음악, 사진, 이벤트와 같은 개인적인 수집물이나 라이브러리 카탈로그나 월드와이드 디렉터리로부터 뉴스, 소프트웨어, 목차 등과 같은 집합체인 어플리케이션의 다양성을 통합함.",생략,생략
MND-RSA PKCS #1 v2.1,PKCS #1: RSA Cryptography Standard v2.1,DITA 2023 v3,PKCS,사양(Retired),RSA ,www.centera.bz/emc-plus/rsa-labs/pkcs/files/h11300-wp-pkcs-1v2-2-rsa-cryptography-standard.pdf,"본 표준은 RSA 공용 키 시스템을 사용해서 데이터를 암호화하고 서명하기 위한 매커니즘을 정의한 표준으로, 버전 2.1에서는 RSAES-OAEP, multi-prime RSA등에 대한 내용이 추가되었다.",생략,생략
MND-RSA PKCS #1 v2.2,PKCS #1: RSA Cryptography Standard v2.2,DITA 2023 v3,PKCS,필수(Mandated),RSA ,https://www.emc.com/collateral/white-papers/h11300-pkcs-1v2-2-rsa-cryptography-standard-wp.pdf,"본 표준은 RSA 공용 키 시스템을 사용해서 데이터를 암호화하고 서명하기 위한 매커니즘을 정의한 표준으로, 버전 2.1을 업데이트한 버전이다.",생략,생략
MND-RSA PKCS #11 v2.2,"Cryptographic Token Interface Standard, 28 June 2004",DITA 2023 v3,PKCS,사양(Retired),RSA ,ftp://ftp.rsasecurity.com/pub/pkcs/pkcs-11/v2-20/pkcs-11v2-20.pdf,본 표준은 RSA사가 개발한 암호작성 표준으로서 CAPI라고 하는 보안 서비스 응용 프로그램 인터페이스(API)를 정의한 표준이다.,생략,생략
MND-RSA PKCS #15 v1.1,"Cryptographic Token Information Format Standard, 6 June 2000",DITA 2023 v3,PKCS,필수(Mandated),RSA ,www.onefs.com/emc-plus/rsa-labs/standards-initiatives/pkcs-15-cryptographic-token-information-format.htm,본 표준은 암호호된 토큰 정보에 대한 포맷을 정의하고 있는 PKCS 패키지 표준이다.,생략,생략
MND-RTCA DO-185B,Minimum Operational Performance Standards for Traffic Alert and Collision Avoidance System II (TCAS ,DITA 2023 v3,항공통신,필수(Mandated),RTCA,www.rtca.org/store_product.asp?prodid=924,본 표준은 항공기의 비행 경고 및 충돌 방지 시스템의 운영 스펙을 정의함,생략,생략
MND-RTCA DO-236C,"Minimum Aviation System Performance Standards: Required Navigation Performance for Area Navigation, ",DITA 2023 v3,항공통신,필수(Mandated),RTCA,www.rtca.org/store_product.asp?prodid=1112,"본 표준은 미국 공군에 의해 제공되는 Navstar GPS 네트워크에서 우주 부문과 내비게이션 사용자 인터페이스에 관한 것으로, 우주 부분과 내비게1이션 사용자 인터페이스에 대한 필수적인 표준임",생략,생략
MND-RTCA DO-246D,GNSS-Based Precision Approach Local Area Augmentation System (LAAS) Signal-in-Space Interface Contro,DITA 2023 v3,항공통신,필수(Mandated),RTCA,www.rtca.org/store_product.asp?prodid=776,근거리 오차보정시스템인 GBAS(이후 LAAS)는 VHF 데이터 링크를 통신수단으로 이용하여 항공기의 공항 접근과 착륙을 유도하기 위한 Augmentation System임,생략,생략
MND-RTCA DO-253C,"Minimum Operational Performance Standards for GPS Local Area Augmentation System Airborne Equipment,",DITA 2023 v3,GPS Message,필수(Mandated),RTCA,www.rtca.org/store_product.asp?prodid=754,본 표준은 항공항법장치에서 LAAS(Local Area Augmentation System)로 GPS의 확장 운용을 위한 최소 성능에 대한 규격이다.,생략,생략
MND-SLP-MSG-210,"Sensor Link Protocol Message Set, Revision, 26 March 2001",DITA 2023 v3,SLP,미래(Emerging),SLP(,handle.dtic.mil/100.2/ADA399491,본 표준은 정찰감시 및 목표획득을 하기위한 센서체계를 디지털화된 전장 환경과 연동하기 위해 필요한 기술이다.,생략,생략
MND-STANAG 4246,"Edition 2, HAVE QUICK UHF Secure and  Jam-Resistant Communications Equipment, 17 June 1987 with Amen",DITA 2023 v3,전술전파가시선통신,필수(Mandated),NATO,quicksearch.dla.mil,본 표준은 극초단파(UHF) 라디오 장비의 잼 방지 기능을 위한 필수 표준임,생략,생략
MND-STANAG 4294,"NAVSTAR Global Positioning System (GPS) -  System Characteristics(Part 1, Edition 2 dated December 1",DITA 2023 v3,GPS Message,필수(Mandated),NATO,quicksearch.dla.mil,NAVSTAR Global Positioning System (GPS) Part 2는 미 C034AEDB06F84EA5A386F8D47FCE4005에서 군사 부문 전용으로 사용하던 PPS(Precise Positioning Service)에서 민간에게 개방된 SPS(Standard Positioning System)를 제공하는 표준임.,생략,생략
MND-STANAG 4392,Data Interchange Format for GPS Annex D Format and Usage of PPS DGPS Messages for Aviation and other,DITA 2023 v3,GPS Message,필수(Mandated),NATO,quicksearch.dla.mil,본 표준은 군 서비스차원에서 위성항법시스템인 미국의 GPS 성능을 구현하고 차동 데이터를 전송하기위한 데이터 포맷 및 프로토콜을 정의함.,생략,생략
MND-STANAG 5522 Edition 1,"NATO Improved Link Eleven (NILE) - LINK 22, Edition 1, Promulgated 26 January 2006",DITA 2023 v3,LINK-22,미래(Emerging),NATO,quicksearch.dla.mil,"Link-22는 나토 해군의 Link-11의 운용한계를 향상하기 위해 1996년부터 미국, 영국, 프랑스, 독일, 이탈리아, 네덜란드 프랑스가 참여하여 개발한 나토표준의 군사용 컴퓨터 간 자료교환 포맷임.",생략,생략
MND-STANAG 5616 Volume 3 Edition 3,Standards For Data Forwarding Between Tactical Data Systems Employing Link 22 And Tactical Data Syst,DITA 2023 v3,LINK-22/11/16변환,미래(Emerging),NATO,quicksearch.dla.mil,"Link-22 , Link-11/11b, Link-16 각각의 이종 전술데이터링크간의 Data Forwarding을 위한 나토 표준임.",생략,생략
MND-STANAG 5616 Volumes II Edition 3,Standards for Data Forwarding Between Tactical Data Systems Employing Link 22 and Tactical Data Syst,DITA 2023 v3,LINK-22/11/16변환,미래(Emerging),NATO,quicksearch.dla.mil,"Link-22 , Link-11/11b, Link-16 각각의 이종 전술데이터링크간의 Data Forwarding을 위한 나토 표준임.",생략,생략
MND-STD-0001,차보/차전 전문,DITA 2023 v3,차보/차전전문,사양(Retired),국방부,dips.mil,컴퓨터와 주변 기기를 연결하는데 쓰이는 입출력 표준임.,생략,생략
MND-STD-0002A,BTCS 통신구조,DITA 2023 v3,BTCS,필수(Mandated),국방부,,본 BTCS 통신구조 표준은 포병대대 사격지휘체계 A1 (BTCS A1 : Battalion Tactical Command System A1 이하 BTCS A1&apos이하 한다)의 데이터통신을 위한 프로토콜 및 전문 형식에 대하여 정의한 표준,생략,생략
MND-STD-0003-01,"Inter-Site Data Link(ISDL-A and ISDL-B) Message Standard, 2019. 11",DITA 2023 v3,ISDL,사양(Retired),국방부,,"ISDL(inter-Site Data Link) : 함소(함정, 육상기지)간의 전술자료 교환을 목적으로 개발된 데이터링크",생략,생략
MND-STD-0003A,"Inter-Site Data Link(ISDL-A and ISDL-B) Message Standard, 2021. 11",DITA 2023 v3,ISDL,필수(Mandated),국방부,,"ISDL(inter-Site Data Link) : 함소(함정, 육상기지)간의 전술자료 교환을 목적으로 개발된 데이터링크",생략,생략
MND-STD-0005,"KMTF(KJCCS Message Text Format) 전문 v1.0, 2008",DITA 2023 v3,KMTF,사양(Retired),국방부,dips.mil,KMTF는 미군 표준인 USMTF(MIL-STD-6040)을 기반으로 개발된 군사용 컴퓨터간 자료 교환 포맷임.,생략,생략
MND-STD-0005A,"KMTF(Korean Message Text Format) 전문 v2.0, 2012",DITA 2023 v3,KMTF,필수(Mandated),국방부,dips.mil,KMTF v2.0은 는 KMTF v1.0을 기반으로 개정된 군사용 컴퓨터간 자료 교환 포맷임.,생략,생략
MND-STD-0007,"PRE(Position Reporting Equipment) 전문, 2008",DITA 2023 v3,PRE,사양(Retired),,dips.mil,PRE(위치보고접속장치)에서 사용하는 전문형식,생략,생략
MND-STD-0008,"RASIT(Radar Surveillance Intercept) 전문, 2008",DITA 2023 v3,RASIT,사양(Retired),,dips.mil,"RASIT와 ATCIS 체계 간 지상 감시에 대한 첩보(일시, 표적 성질, 위치, 규모 등) 정보를 정의한 전문",생략,생략
MND-STD-0009,"TPQ(Target Position Acquisition) 전문, 2008",DITA 2023 v3,TPQ,사양(Retired),,dips.mil,TPQ(Target Position Acquisition) 데이터의 원활한 소통을 위한 메시지 포맷,생략,생략
MND-STD-0010,TPS-830K(Transportable Radar Detecting) 전문,DITA 2023 v3,TPS,사양(Retired),,dips.mil,TPS-830K(Transportable Radar Detecting) 데이터의 원활한 소통을 위한 메시지 포맷,생략,생략
MND-STD-0011,기상전문,DITA 2023 v3,기상전문,사양(Retired),,dips.mil,"탄도형 기상통보문 ID, 형태 , 8분원, 위도, 경도, 일시, 유효기간, 표고, 기압, 선번호, 풍향, 풍속, 온도, 밀도의 정보를 전송",생략,생략
MND-STD-0012,TIBL(Tactical Information Broadcasting Line) 전문,DITA 2023 v3,TIBL,필수(Mandated),국방부,dips.mil,Link-14 통신망 응용체계로 KNTDS 설치부대에서 육상의 NON-KNTDS 부대에 전술정보를 일방적으로 전송하는 통신망임.,생략,생략
MND-STD-0015,Remote Air Situation Display (RASD),DITA 2023 v3,RASD,필수(Mandated),국방부,dips.mil,RASD는 북극성 사업의 일환으로 MCRC에서 보유하고 있는 공중 표적 정보를 외부 기관 및 예하 제대에 전파하고자 개발된 군사용 컴퓨터간 자료 교환 포맷임.,생략,생략
MND-STD-0016-01,Korean Variable Message Format(KVMF),DITA 2023 v3,KVMF,사양(Retired),국방부,dips.mil,육군의 무기체계간 상호운용성 확보를 위한 Tactical Interface의 상위 Application Protocol 에 대응하는 전문체계의 표준임.,생략,생략
MND-STD-0016A-05,Korean Variable Message Format(KVMF),DITA 2023 v3,KVMF,필수(Mandated),국방부,,육군의 무기체계간 상호운용성 확보를 위한 Tactical Interface의 상위 Application Protocol 에 대응하는 전문체계의 표준임.,생략,생략
MND-STD-0017,M-SAM Digital Information Link(MDIL),DITA 2023 v3,MDIL,사양(Retired),국방부,dips.mil,"MDIL은 중거리지대공 유도무기체계(천궁)의 작전통제소와 교전통제소간 전술자료 교환 포맷으로 Link 11B 및 ATDL-1의 기능을 통합/확장한 규격을 가진다. 중거리지대공 유도무기(천궁) 사업의 일환으로 개발되었으며, 한국군 방공무기체계에 사용될 예정이다.",생략,생략
MND-STD-0017A,M-SAM Digital Information Link(MDIL),DITA 2023 v3,MDIL,사양(Retired),국방부,http://dips.mil,"MDIL은 중거리지대공 유도무기체계(천궁)의 작전통제소와 교전통제소간 전술자료 교환 포맷으로 Link 11B 및 ATDL-1의 기능을 통합/확장한 규격을 가진다. 중거리지대공 유도무기(천궁) 사업의 일환으로 개발되었으며, 한국군 방공무기체계에 사용될 예정이다. 대공유도무기 체계 간 전장상황 공유 및 대항공기/대탄도탄 작전 수행을 위한 전술자료 포맷과 송수신 규약을 정의함",생략,생략
MND-STD-0017B,M-SAM Digital Information Link(MDIL),DITA 2023 v3,MDIL,필수(Mandated),국방부,,"디지털 데이터링크를 이용하여 대공유도무기체계 간 전술정보 연동을 위해 교환되는 메시지의 포맷과 메시지의 송수신 규약에 대해 규정한 것으로, 항공기/탄도탄 방어 무기체계 간 연동성을 보장하기 위해 작전통제소, 교전통제소 등을 개발하거나 성능 개선할 경우 적용이 가능한 표준으로 기존 DITA로 등록된 MND-STD-0017A 표준에 모드-5 관련 요구사항이 추가된 기술임",생략,생략
MND-STD-0018-01,한국형 합동전술데이터링크(LINK-K),DITA 2023 v3,LINK-K,필수(Mandated),국방부,dips.mil,"한국군 전장환경 및 무기체계에 적합하도록 감시체계, 지휘통제 및 타격체계 간 전술정보를 실시간으로 공유하기 위한 표준임.",생략,생략
MND-STD-0018A,한국형 합동전술데이터링크(LINK-K),DITA 2023 v3,LINK-K,미래(Emerging),국방부,dips.mil,"한국군 전장환경 및 무기체계에 적합하도록 감시체계, 지휘통제 및 타격체계 간 전술정보를 실시간으로 공유하기 위한 표준임.",생략,생략
MND-STD-0019,위성전군방공경보체계 메시지 규격,DITA 2023 v3,위성전군방공경보체계 메시지 규격,필수(Mandated),국방부,dips.mil,"본 표준은 위성전군방공경보체계에서 제공하는 항공기항적정보, 탄도탄항적정보, 방공통제명령 및 GPS 정보에 대한 데이터교환 표준임.",생략,생략
MND-STD-0020,222 디지털 데이터 링크,DITA 2023 v3,222 디지털 데이터링크,필수(Mandated),국방부,dips.mil,Radar 사이트와 MCRC 간에 송수신되는 데이터 정의 및 처리하기 위한 세부 프로토콜을 정의한 표준임.,생략,생략
MND-STD-0021,KVMF 응용 프로토콜,DITA 2023 v3,KVMF,필수(Mandated),국방부,dips.mil,"본 표준은 무선 환경에서의 비연결(Connectionless) 데이터 전송과 관련하여 OSI 7 Layer 중 Application Layer에 관련된 기능을 정의한 것으로, KVMF메시지를 사용할 수 있도록 함.",생략,생략
MND-STD-0022-06,투명도 부호 및 포맷 표준,DITA 2023 v3,COP 교환형식,필수(Mandated),국방부,dips.mil,"본 표준은 전장관리정보체계에서 운용하는 공통작전상황도(COP)간 투명도의 공유불가로 투명도를 사용하는 체계에서 제공해야 할 투명도 부호의 종류, 모양, 규칙, 속성, 저장 및 교환 포맷에 대하여 규정함.",생략,생략
MND-STD-0022A,투명도 부호 및 포맷 표준,DITA 2023 v3,COP 교환형식,미래(Emerging),국방부,,"공통작전상황도(COP) 투명도를 사용하는 체계에서 제공해야 할 투명도 부호의 종류, 모양, 규칙, 속성, 저장 및 교환 포맷",생략,생략
MND-STD-0023,지도심볼 구현 표준,DITA 2023 v3,한국군 지도심볼,사양(Retired),국방부,dips.mil,본 표준은 국방지형정보단에서 생산하는 FDB(디지털 지형정보)를 활용하는 체계가 지도도시 모양이 동일하도록 지도자료 종류 및 축척에 대한 FACC 코드 적용기준을 정의하고 지형요소 종류를 식별하여 도시 속성 및 모양에 대한 지도심볼 구현방식을 정의함.,생략,생략
MND-STD-0023A-02,지도심볼 구현 표준,DITA 2023 v3,한국군 지도심볼,필수(Mandated),,dips.mil,본 표준은 국방지형정보단에서 생산하는 FDB(디지털 지형정보)를 활용하는 체계가 지도도시 모양이 동일하도록 지도자료 종류 및 축척에 대한 FACC 코드 적용기준을 정의하고 지형요소 종류를 식별하여 도시 속성 및 모양에 대한 지도심볼 구현방식을 정의함.,생략,생략
MND-STD-0024,COP 도시요소 표준,DITA 2023 v3,COP 교환형식,사양(Retired),국방부,dips.mil,공통작전상황도에서 사용하는 도시요소 종류 및 관리방식 상이로 인해 Live COP 공유에 대한 애로사항 발생하기 때문에 도시요소에 대한 종류를 정의한 표준임.,생략,생략
MND-STD-0024A-03,COP 도시요소 표준,DITA 2023 v3,COP 교환형식,필수(Mandated),국방부,dips.mil,"COP 교환형식(Common Operational Picture, 공통작전상황도) : 전장 상황에 대해 공통된 인식을 하기 위하여 여러 부대가 공유하는 작전 상황도를 구현하기 위해 필요한 형식",생략,생략
MND-STD-0025,COP DB 저장포맷 표준,DITA 2023 v3,COP 교환형식,사양(Retired),국방부,dips.mil,공통작전상황도에서 사용하는 도시요소 종류 및 관리방식 상이로 인해 Live COP 공유에 대한 애로사항 발생하기 때문에 도시요소에 대한 DB 저장 포맷을 정의한 표준임.,생략,생략
MND-STD-0025A-03,COP DB 저장포맷 표준,DITA 2023 v3,COP 교환형식,필수(Mandated),국방부,,"COP 교환형식(Common Operational Picture, 공통작전상황도) : 전장 상황에 대해 공통된 인식을 하기 위하여 여러 부대가 공유하는 작전 상황도를 구현하기 위해 필요한 형식",생략,생략
MND-STD-0026,COP 설정정보 교환 포맷,DITA 2023 v3,COP 교환형식,사양(Retired),국방부,dips.mil,공통작전상황도에서 상황도 레이어를 작도하기 위해 사용되는 도시요소(각 부대에 대한 군대부호 및 도형과 그에 해당하는 정보)의 종류를 표준화한 것에 대한 상황도 설정정보를 교환하기 위한 포맷 표준임.,생략,생략
MND-STD-0026A,COP 설정정보 교환 포맷,DITA 2023 v3,COP 교환형식,필수(Mandated),국방부,dips.mil,공통작전상황도에서 상황도 레이어를 작도하기 위해 사용되는 도시요소(각 부대에 대한 군대부호 및 도형과 그에 해당하는 정보)의 종류를 표준화한 것에 대한 상황도 설정정보를 교환하기 위한 포맷 표준임.,생략,생략
MND-STD-0027,"KMTF, 군대부호, 부대코드에 대한 적합성 시험방법",DITA 2023 v3,KMTF 시험방법,필수(Mandated),국방부,dips.mil,"본 표준은 국방정보화표준 중 KMTF, 군대부호 및 아군부대코드에 대한 체계 적용에 대한 표준적합성 시험을 수행하기 위한 시험규격이다.",생략,생략
MND-STD-0028,합동상호운용성 시험을 위한 요구사항 및 시험방법,DITA 2023 v3,합동상호운용성 시험방법,필수(Mandated),국방부,dips.mil,본 표준은 합동 무기체계에 대한 운용 시험평가 단계에 수행되는 상호운용성 시험 간 상호운용성 점검 목록을 기준으로 도출된 요구사항(Requirements)과 요구사항별 시험 방법(Test Method)을 표준화 함.,생략,생략
MND-STD-0029-02,Link-K 호스트 인터페이스 메시지,DITA 2023 v3,LINK-K,필수(Mandated),국방부,,IP 통신을 이용하여 JIDLS 체계의 Limk-K 전술자료처리기와 이를 통신체계로 운용하는 무기체계(호스트)간 전술정보 교환에 필요한 인터페이스 메시지임.,생략,생략
MND-STD-0029A,Link-K 호스트 인터페이스 메시지,DITA 2023 v3,LINK-K,미래(Emerging),국방부,dips.mil,IP 통신을 이용하여 JIDLS 체계의 Limk-K 전술자료처리기와 이를 통신체계로 운용하는 무기체계(호스트)간 전술정보 교환에 필요한 인터페이스 메시지임.,생략,생략
MND-STD-0030,KVMF 표준적합성 시험 표준,DITA 2023 v3,KVMF 시험방법,필수(Mandated),국방부,dips.mil,본 표준은 KVMF(MND-STD-0016)와 KVMF 응용프로토콜(MND-STD-0021)에 대한 표준적합성 시험에 적용됨.,생략,생략
MND-STD-0031,KVMF 상호운용성 시험 표준,DITA 2023 v3,KVMF 시험방법,사양(Retired),국방부,dips.mil,본 표준은 국방정보화업무훈령에 정의하는 상호운용성 5대 항목 중 연동성 및 정보교환 항목에 대하여 KVMF 상호운용성시험 시 적용됨.,생략,생략
MND-STD-0031A,KVMF 상호운용성 시험 표준,DITA 2023 v3,KVMF 시험방법,필수(Mandated),국방부,,본 표준은 합동 상호운용성 구현을 위해 KVMF 적용 무기체계에 대한 상호운용성 시험 요구사항과 요구사항별 시험방법을 일반화 및 표준화하여 제시함으로써 공정하고 신뢰성 있는 시험을 실시하는데 목적을 둔 상호운용성 시험 표준을 개정하는 내용임,생략,생략
MND-STD-0032,MPI-CDL 표준통신 구조,DITA 2023 v3,CDL,필수(Mandated),국방부,dips.mil,"본 표준은 영상 및 신호수집체계들로부터 수집된 다양한 정보 및 상태정보를 포함한 데이터를 무선으로 오류 없이 전송하기 위한 일련의 무선정송기술 중 일부이며, 체계 간 상호운용성을 보장하기 위하여 가장 기본이 되는 통합 주파수운용대역, 통신파형을 정의한 표준임",생략,생략
MND-STD-0033,국방정보메시지교환규격,DITA 2023 v3,국방정보메시지교환규격,사양(Retired),,dips.mil,국방정보메시지교환규격 : 국방정보체계 연동통합서버를 통하여 유통되는 메시지 규격,생략,생략
MND-STD-0033A,국방정보메시지교환규격,DITA 2023 v3,국방정보메시지교환규격,필수(Mandated),국방부,,자원관리정보체계 간 정보교환을 위한 문자 및 이진 데이터 연동에 사용되는 메시지 포맷에 대한 표준규격,생략,생략
MND-STD-0034A,LINK-16 표준적합성시험 표준,DITA 2023 v3,LINK-16 표준적합성시험,필수(Mandated),국방부,,"LINK-16 표준적합성시험 수행을 위한 평가 기준, 절차 등을 정의한 표준서로 정량적인 시험항목 선정, 시험결과 판정 방법 등에 대한 내용을 포함함.",생략,생략
MND-STD-0035,국방 표준적합성시험 개념,DITA 2023 v3,국방 표준적합성시험 개념,필수(Mandated),국방부,,한국군에서 수행하는 표준적합성시험의 개념 및 절차 등 일반적인 사항을 정의,생략,생략
MND-STD-2525B,한국군 군대부호 표준,DITA 2023 v3,군대부호,사양(Retired),국방부,dips.mil,군대부호도시 및 운용방법에 대한 표적전시규정임.,생략,생략
MND-STD-2525C-06,한국군 군대부호 표준,DITA 2023 v3,군대부호,필수(Mandated),국방부,dips.mil,군대부호도시 및 운용방법에 대한 표적전시규정임.,생략,생략
MND-STDI-0002 v3.0,"The Compendium of Controlled Extensions (CE) for the National Imagery Transmission Format (NITF), Ve",DITA 2023 v3,NITF,필수(Mandated),GWG(,www.gwg.nga.mil/ntb/baseline/docs/stdi0002/stdi0002_v30/index.html,"본 표준은 National Imagery Transmission Format(NITF) 버전 2.0 또는 2.1과 함께 사용되도록 허가된 CE(Controlled Extension) 규격을 제공함. 본 표준은 NITFS (National Imagery Transmission Format Standard)의 STDI-0002, National Support Data Extensions(SDE)에 대한 비분류 지침서임.",생략,생략
MND-TIA/EIA-232-F,Interface Between Data Terminal Equipment and Data Circuit Terminating Equipment Employing Serial Bi,DITA 2023 v3,Serial,필수(Mandated),TIA(,www.tiaonline.org/standards/buy-tia-standards,"본 표준은 DTE 및 DCE 사이의 직렬통신(Serial Communication) 접속 규격으로서 1962년 EIA에 의해 RS-232로 표준화되었으며, 현재 RS-232-F까지 발표됨.",생략,생략
MND-TIA/EIA-422-B,"Electrical Characteristics of Balanced Voltage Digital Interface Circuits, Apr 13, 1994",DITA 2023 v3,Serial,필수(Mandated),TIA(,www.tiaonline.org/standards/buy-tia-standards,"본 표준은 TIA/EIA-232의 제한사항(전송속도, 거리)을 극복하기 위한 기술로서, 시스템 인터페이스를 고속&middot전송거리로 향상시키기 위해 평형 직렬 인터페이스 회로의 전기적 특성을 규정하는 기술 규격임.",생략,생략
MND-TIA/EIA-485,Electrical Characteristics of Generators and Receivers for use in Balanced Digital Multipoint System,DITA 2023 v3,Serial,필수(Mandated),TIA(,www.tiaonline.org/standards/buy-tia-standards,"본 표준은 TIA/EIA-232, TIA/EIA-422의 제한사항(전송속도, 거리, 높은 회선구성비용, Multipoint 기능 제한)을 극복하기 위한 기술로서, 평형 직렬 인터페이스에서 Multipoint 시스템 구성을 위한 전기적 특성을 규정하는 기술 규격임.&ltbr type=&quot_moz&quot /&gt",생략,생략
MND-TIA/EIA-530-A,"High Speed 25-Position Interface for Data Terminal Equipment and Data Circuit-Terminating Equipment,",DITA 2023 v3,Serial,필수(Mandated),TIA(,www.tiaonline.org/standards/buy-tia-standards,본 표준은 DTE 및 DCE 사이의 직렬통신(Serial Communication) 접속 규격으로써 EIA/TIA-449의 주요 전기특성을 유지하면서 커넥터 형식을 DB-37가 아닌 DB-25로 대체한 표준임.,생략,생략
MND-TTAE.IF.sip.h323.01-1,SIP-H.323 프로토콜 간 상호연동 요구사항,DITA 2023 v3,SIP,필수(Mandated),한국정보,committee.tta.or.kr/summary/standard_view.jsp?std_no=ETC&section_code=I1&pk_num=TTAE.IF-sip.h323.01-1&nowSu=137&section_code=I1,SIP과 H.323 프로토콜간 상호연동을 위하여 인터워킹 기능이라 불리는 IWF(Interworking function) 엔티티가 지원해야 하는 요구사항들을 정의한다.,생략,생략
MND-TTAE.OT-12.0019-Part1,"구조화된 위협 정보 표현 규격(STIX) 버전 2.0 - 제1부: STIX 핵심 개념, 2018년 12월 19일",DITA 2023 v3,사이버위협 정보공유,필수(Mandated),한국정보,,STIX(Structured Threat Information Expression) 2.0에서 사용하는 핵심 개념을 정의,생략,생략
MND-TTAE.OT-12.0019-Part2,"구조화된 위협 정보 표현 규격(STIX) 버전 2.0 - 제2부: STIX 객체, 2018년 12월 19일",DITA 2023 v3,사이버위협 정보공유,필수(Mandated),한국정보,,"STIX 도메인 객체 및 보유 속성, STIX 관계에 대한 정의와 설명을 포함",생략,생략
MND-TTAE.OT-12.0019-Part3,"구조화된 위협 정보 표현 규격(STIX) 버전 2.0 - 제3부: 사이버 관측 코어 개념, 2018년 12월 19일",DITA 2023 v3,사이버위협 정보공유,필수(Mandated),한국정보,,"STIX 2.0에서 사용하는 관측 가능 객체와 그 속성에 대한 구조화된 표현을 정의하고, 사이버 관측 코어 개념에 대해 서술",생략,생략
MND-TTAE.OT-12.0019-Part4,"구조화된 위협 정보 표현 규격(STIX) 버전 2.0 - 제4부: 사이버 관측 객체, 2018년 12월 19일",DITA 2023 v3,사이버위협 정보공유,필수(Mandated),한국정보,,"STIX 2.0에서 사용하는 STIX 사이버 관측 객체를 정의하고, 이에 대한 기본적인 소비자 및 생산자의 요구사항을 제시",생략,생략
MND-TTAE.OT-12.0019-Part5,"구조화된 위협 정보 표현 규격(STIX) 버전 2.0 - 제5부: STIX 패터닝, 2018년 12월 19일",DITA 2023 v3,사이버위협 정보공유,필수(Mandated),한국정보,,네트워크와 엔드포인트에서 악의적인 행위 탐지를 위해 STIX 인디케이터에서 사용할 수 있는 STIX 패터닝 언어를 정의,생략,생략
MND-TTAI.OT-10.0358,WebSocket API,DITA 2023 v3,WebSocket,필수(Mandated),한국정보,www.tta.or.kr/data/ttas_view.jsp?rn=1&pk_num=TTAK.KO-12.0223,웹 브라우저와 웹 서버 사이에 전송제어프로토콜 연결 한 개만 생성하여 전이중 통신을 제공하는 API를 의미함,생략,생략
MND-TTAK.KO-12.0001/R3,"부가형 전자 서명 방식 표준 - 제2부: 한국형 인증서 기반 전자 서명 알고리즘(KCDSA), 2014-07-02",DITA 2023 v3,전자서명,사양(Retired),한국정보,www.tta.or.kr/data/ttas_view.jsp?rn=1&pk_num=TTAK.KO-12.0001/R3,본 표준은 한국형 인증서 기반의 부가형 전자 서명 알고리즘인 KCDSA(Korean Certificate-based Digital Signature Algorithm)의 전자 서명 생성 과정과 검증 과정을 정의하고 있는 표준으로 TTAK.KO-12.0001/R2 표준을 개정한 표준이다.,생략,생략
